Title;Ingredients;Steps;Loves;URL
sarden ikan pindang tempe pedas adam manis;2 ikan pindang ukuran sedang/besar - 1 papan tempe kecil iris serong - 2 buah cabe keriting - 6 cabe rawit - 2 siung bawang putih iris - 4 siung bawang merah iris - 1 sachet saos pedas (saya merk ABC) - 1 sdm saos tomat - 2 sdt garam (sesuai selera) - 1 sdm gula - 2 tangkai daun bawang - 1 ruas jahe - 1 ruas lengkuas - 1 lembar daun salam - 1 buah tomat - ;Goreng ikan pindang yg sudah diberaihkan durinya dan tempe. Lalu sisihkan - Tumis irisan baput, bamer,cabe, tomat hingga agak layu - Tambahkan air hingga hampir mendidih tambahkan saos tomat,saos pedas,gula,garam - Masukkan tempe dan ikan oindang yg sudah digoreng sebelumnya. - Tes rasa dan tunggu hingga dirasa sudah cukup. Lalu sajikan - ;4;/id/resep/4472680-sarden-ikan-pindang-tempe-pedas-adam-manis
tempe isi kekinian;1 papan tempe bulat - 1/4 tepung terigu - Garam - Gula - Merica - Ketumbar bubuk - Daun bawang - ⤵ Isian tempe - 5 buah cabe merah - 10 buah cabe hijau - 3 buah bawang merah - 2 buah bawang putih - ;Potong tempe lalu buat lubang di tengah untuk isiannya - Ulek cabe,bawang sampai kasar atau halus sesuai selera - Siapkan tepung,merica,daun bawang diiris, garam dan aduk sampai rata. Lalu beri air secukupnya - Masukan hasil ulekan bawang dan cabe kedalam tempe yang sudah dilubangi. - Masukan tempe kedalam adonan terigu. - Panaskan minyak lalu goreng tempe sampai kecoklatan. Lalu tiriskan, tempe pun siap disajikan bersama nasi hangat atau jadi cemilan. - ;1;/id/resep/4472038-tempe-isi-kekinian
sayur lodeh tempe semangit (bumbu ulek);1 buah labu siam, potong tipis - 1 buah terong ungu, potong kecil - 1 ikat kacang panjang, potong-potong - 1 papan tempe semangit, potong kasar - 1 bungkus santan kara cair - 3 lembar daun salam - 1 ruas lengkuas, geprek - 1.5 sdm ebi, seduh, tiriskan - 2 buah gula jawa, sisir halus - Sesuai selera garam dan gula - Bumbu Halus: - 5 siung bawang merah - 2 siung bawang putih - 3 buah cabe merah - ;Tumis ebi hingga setengah kering. Masukkan bumbu halus. Tumis hingga harum. Tambahkan daun salam dan lengkuas. - Masukkan air sesuai selera. Tambahkan santan cair. Masukkan gula jawa, garam, dan gula pasir. Aduk rata. - Setelah setengah mendidih masukkan kacang panjang dan labu siam. Setelah setengah empuk, masukkan terong dan tempe semangit. Biarkan hingga mendidih. - Matikan api setelah didapat kematangan yg diinginkan. Jangan lupa koreksi rasa. Sajikan dengan nasi hangat, sambal terasi, dan empal daging. - ;6;/id/resep/4471934-sayur-lodeh-tempe-semangit-bumbu-ulek
tempe mendoan;8 ptg tempe mendoan - 10 sdm Tepung terigu -+ - 3 Bawang putih - sndk teh Merica stg - sndk teh Ketumbar stng - Garam sckupnya - 2 batang Daun bawang - Air kira2 - ;Campurkan tepung terigu dengan air - Masukkan daun bawang iris - Masukkan bawang putih yang dihaluskan, merica bubuk, garam, ketumbar bubuk - Goreng setengah matang. - ;4;/id/resep/4472356-tempe-mendoan
bacem tempe mentega;2 buah tempe ukuran sedang - Bumbu bumbu: - 4 butir bawang merah - 4 siung bawang putih - Sedikit ketumbar - 2 Biji gula jawa - 2 sm mentega - 3 sm kecap manis sedang - sesuai selera Penyedap rasa - secukupnya Garam - 2 lbr daun salam - 1 cm laos - 600 ml air - ;Tempe di potong sesuai selera - Haluskan Bawang merah, bawang putih dan ketumbar. - Siapkan wajan, taruh tempe yang sudah dipotong, bumbu halus, gula Jawa, kecap, garam, penyedap rasa, daun salam dan lengkuas, tambahkan air, kemudian tutup dan rebus dengan api sedang - Setelah air rebusan tinggal separo, dibolak balik agar bumbu merata dan koreksi rasa. - Setelah air hampir habis masukkan mentega, sambil di bolak balik agar bumbu merata dan tidak gosong - Setelah air habis, matikan kompor - Bacem tempe siap di sajikan - Selamat mencoba dan terima kasih. - ;3;/id/resep/4472210-bacem-tempe-mentega
sayur tempe mix tahu alaala kari;1/4 tempe dari 1 papan - 5 buah tahu - 2 keris pete - 3 buah wortel ukuran sedang - 800 ml Santan - Bumbu: - 4 bawang merah - 3 bawang putih - 3 cm kunyit - 2 cm jahe - 2 butir kemiri - 1/2 sdt ketumbar - 1 sdm garam - secukupnya Gula - Penyedap rasa saya pakai royco ayam - Bumbu pelengkap: - 3 cm laja - 2 lbr daun salam - 3 lbr daun jeruk - Minyak untuk menumis bumbu - ;Tempe potong kotak, goreng - Tahu potong serong, goreng - Kupas pete jangan dibelah - Kupas wortel, cuci lalu potong dadu kecil - Siapkan bumbu, cuci lalu haluskan kecuali laja, daun salam dan daun jeruk. Laja geprek aja. - Tumis bumbu sampai layu, masukan geprekan laja, daun salam dan daun jeruk. Beri sedikit air supaya meresap - Masukan santan, biarkan sampai mendidih. - Masukan pete, wortel, tempe dan tahu. - Masukan gula, penyedap. Aduk2, tes rasa - Masak sekitar 10 menit. - ;5;/id/resep/4367062-sayur-tempe-mix-tahu-alaala-kari
tempe goreng segitiga;Tempe secukupnya lalu potong bentuk segitiga - 1 sdm tepung ayam (merk apa saja) - 1 sdt baking powder - Bumbu halus - 3 siung bawang merah - 4 siung bawang putih - Sedikit kemiri - iris Daun bawang - Sedikit kunyit bubuk - Secukupnya garam dan penyedap rasa - ;Campur bumbu halus dengan air, tepung terigu, tepung ayam, baking powder dan kunyit bubuk, aduk sampai rata - Beri secukupnya garam,penyedap rasa dan irisan daun bawang. Untuk adonan tidak terlalu encer yaa - Panas kan minyak, lalu goreng hingga berwarna kecoklatan - Sajikan dengan saus sambal😊 - ;6;/id/resep/4471845-tempe-goreng-segitiga
tempe goreng tepung;1/4 Tempe - Terigu - Ketumbar Bubuk - Garam - Masako Ayam - 1 lembar Daun Bawang - ;Potong - potong tempe dahulu dan daun bawang. - Siapkan adonan, masukan terigu, garam secukupnya, ketumbar bubuk secukupnya, dan masako. Beri air sedikit aduk rata. (kalo aku ga begitu kental adonannya jd aga cair dikit) - Siapkan minyak yang sudah panas dengan api kecil, masukan tempe keadonan, dan goreng tempe hingga matang (tdk terlalu gosong dan tdk terlalu setengah matang) - Tempe goreng tepung siap untuk cemilan atau dibuat lauk👌 - ;4;/id/resep/4472060-tempe-goreng-tepung
tumis tempe jamur;Secukupnya tempe, potong dadu - Secukupnya jamur kuping, iris iris - Secukupnya jamur enoki - 4 bh cabai rawit - 2 bh cabai merah - 1/2 bh tomat hijau - ;Cincang bawang putih dan bawang merah, iris tipis2 cabai, sisihkan - Cuci bersih jamur, lalu potong2 sesuai selera, sisihkan - Potong dadu tempe, atau sesuai selera ya - Tumis bawang sampai harum, setelah itu masukkan cabai aduk2 hingga layu kemudian masukan tomat dan air secukupnya - Masukkan jamur dan tempe aduk hingga matang dan beri kecap secukupnya. - Tunggu hingga beberapa menit kemudian sajikan😊 - ;5;/id/resep/4460391-tumis-tempe-jamur
nugget tempe;sesuai selera Tempe - Daun bawang - Telur - Bumbu halus : - Ketumbar - Merica - Bawang putih - Bawang merah - Garam - Penyedap rasa - Kemiri - Adonan menggoreng: - Tepung roti - Telur - ;Kukus tempe sampai lunak lalu hancurkan - Haluskan bumbu halus - Campur bumbu halus dan telur ke adonan tempe yang sudah di hancurkan dan aduk hingga merata - Masukan adonan tempe ke plastik (sebaiknya pakai daun pisang) dan kukus - +30menit - Potong sesuai selera - Baluri dengan telur lalu tepung roti - Lalu goreng dan sajikan - ;0;/id/resep/4471518-nugget-tempe
tumis kacang panjang tempe;1/2 ikat kacang panjang (potong lalu cuci bersih) - 2 papan tempe ukuran sedang (potong,lalu goreng sebentar) - Tomat (iris) - Gula (secukupnya) - Garam (secukupnya) - Minyak goreng (secukupnya) - 2 sdm ikan teri (cuci bersih) - Bumbu iris : - 1 buah bawang bombay - 2 siung bawang merah - 4 siung bawang putih - 15 buah cabe rawit (bisa dikurangi sesuai selera) - 5 buah cabe merah kriting - ;Panaskan minyak lalu tumis bumbu iris sampai layu - Lalu masukkan kacang panjang aduk rata - Masukkan tempe,tomat,gula,dan garam. Cicipi sampai rasanya pas dan sesuai selera. Masak sampai matang dan bumbu meresap. Angkat lalu sajikan - ;19;/id/resep/4471476-tumis-kacang-panjang-tempe
tempe selimut simple;Tempe Rp 2000, - -Daun bawang Rp 500, - -Tepung racik tempe goreng - Tempung maizena - sedikit Air - Garam - ;Bikin adonannya terlebih dahulu, siapkan air di mangkok. Lalu masukkan tepung maizena, tepung racik tempe goreng jd satu. Jgn begitu kental, jgn begitu lembek. Jgn lupa kasih garam.. Cicipi rasanya sdh pas atau blm - Kalau sudah tercampur, cuci daun bawang lalu potong kecil2 dan masukkan ke dalam campuran tepung td. - Potong tempe sesuai selera. Masukkan tempe ke dalam adonan bumbu td.. - Goreng hingga warna sedikit ke coklatan - Selamat mencoba - ;3;/id/resep/1878221-tempe-selimut-simple
kering tempe;1 papan tempe - Bumbu : - 12 siung bawang merah - 7 siung bawang putih - 1 jempol jahe - 10 buah cabai rawit - 2 buah cabai keriting - 2 buah cabai merah besar - 1 blok gula merah - ;Tempe potong korek api. Goreng sampai kering. Tiriskan - Haluskan bawang merah, bawang putih, cabai rawit, cabai keriting dan jahe. Iris serong cabai merah besar (buang bijinya). Tumis sampai harum - Sisir gula merah. Kemudian masukkan ke tumisan bumbu, aduk2 sampai gula merah hancur. Tambahkan garam, merica. Tumis lagi dan cek rasa - Masukkan tempe kering. Tambahkan 1 gelas air. Aduk2 dan biarkan air menyusut. Angkat dan siap dihidangkan - ;3;/id/resep/4471279-kering-tempe
tempe kecap pedas manis;1 kotak tempe ukuran kecil (iris dadu) - 1 siung bawang putih - 1 siung bawang merah - 10 cabe rawit (harusnya cabe hijau) iris bulet - 1 butir kemiri - 1 ruas jahe - Garam - Sepucuk sdm maizena - 1/2 gelas Air - Kecap - Minyak - ;Haluskan kemiri, garam dan geprek jahe. Larutkam maizena ke dalam air. Iris tipis bawang merah dan bawang putih. - Goreng basah (sebentar saja) tempe. Lalu angkat. - Tumis bawang merah dan bawang putih sampe harum. Masukan cabe. Masukan tempe. - Masukan bumbu halus ke larutan maizena. Aduk. Masukan ke tumisan tempe. Aduk sampe rata. - Tambah kecap secukupnya, hingga warna rata menjadi kecoklatan. - Test rasa. Done - ;5;/id/resep/4471114-tempe-kecap-pedas-manis
sandwich tempe jeletot;1 papan Tempe - Bahan Sambel : - Cabe Merah - Cabe Rawit - Cabe Rawit merah - 1 buah Kemiri - 3 siung Bawang Merah - 1 siung Bawang Putih - 1 sdm Gula Pasir - secukupnya Garam - Penyedap Rasa (optional) - secukupnya Minyak goreng - Bahan celupan : - 4 sdm Tepung terigu - Tepung tapioka 1 sdm (kalo saya skip ini) - 1 sdt Lada - 1 sdt Garam - Bawang putih bubuk secukupnya (optional) - ;Potong tempe memanjang, belah dibagian tengahnya. (Dipotongnya jangan sampai terputus bagian bawahnya ya bunda) (sisihkan) - Panaskan minyak sayur kedalam wajan, lalu goreng semua bahan sambal sampai harum, kemudian angkat - Haluskan semua bahan sambal, tambahkan minyak sayur panas sisa goreng tadi, tambahkan garam, gula dan penyedap rasa (optional) lalu sisihkan - Campur semua bahan celupan. Tuang air perlahan-lahan. Kekentalan adonannya dikira2 ya bunda, jangan terlalu ko ko ko mi koencer juga. - Ambil tempe yang sudah diiris, kemudian isi dengan bahan sambal yg sudah dihaluskan. Ulangi sampai selesai. - Panaskan minyak sayur. - Goreng adonan kedalam wajan - Cocok dijadikan lauk atau sebagai cemilan - Selamat mencoba - ;5;/id/resep/4470318-sandwich-tempe-jeletot
sambal tempe bosok;1/2 papan tempe semangit (tempe yang terlalu matang) - 4 butir bawang merah - 2 butir bawang putih - 1 batang sereh - Kencur (sesuai selera) - Jahe (sesuai selera) - 5 buah cabe (sesuai selera ya. Saya sukanya pedas) - secukupnya Garam - ;Potong2 tempe lalu kukus selama kurang lebih 30 menit. - Sambil tempe dikukus cuci bersih sereh, bawang, cabai, kencur, jahe. - Saat tempe matang, ulek tempe dan semua bumbu. Tambahkan garam. - Sambal tempe bosok siap dihidangkan. Paling cocok dinikmati dengan nasi kencur 😊😊 Selamat mencoba - ;1;/id/resep/4469322-sambal-tempe-bosok
orek tempe+kacang+teri simple;2 genggam kacang tanah - 1 buah tempe yg harga 4000 - 1 genggam ikan teri medan - 2 buah bawang merah - 1 siung bawang putih - 3 buah cabe merah keriting - secukupnya Garam - Minyak untuk menggoreng - ;Potong tempe sebesar korek api dan beri garam secukupnya. Iris bawang merah,cabe dan bawang putih. - Goreng tempe,kacang tanah dan ikan teri hingga garing - Goreng bawang merah dan putih terlebih dahulu,setelah setengah masak masukkan cabe merah dan goreng hingga garing - Setelah semua matang tinggal dicampur ya bunda - Difoto cuma kelihatan kacangnya krna tempe sama ikan teri ketutupan. - Selamat mencoba bunda moga suka. - ;2;/id/resep/4469424-orek-tempekacangteri-simple
oseng teri tempe cabe hijau;1 papan tempe (potong dadu kecil) - 2 papan pete - 3 buah cabe hijau besar (iris2 serong) - 6 siung bawang putih (iris2 seperti biasa) - 5 buah cabe merah (iris2 serong) - 5 buah cabe rawit hijau (iris2 serong) - 1 bulat bawang bombay - 1 genggam kacang kapri (saya potong jadi 2) - 1/4 teri asin yang sudah dicuci dan digoreng garing - 4 sdm minyak goreng - Garam 1/2 sdt (secukupnya) - Gula 1sdt (secukupnya) - Sedikit air untuk menumis - secukupnya Bumbu penyedap ayam - Kecap manis 3 sdm atau secukupnya - secukupnya Lada - ;Tempe dipotong dadu kecil2 lalu digoreng hingga berubah warna kecoklatan. Angkat Lalu sisihkan di piring lain. - Goreng teri hingga garing. Hati2 jangan sampai gosong ya. Kalau sudah garing lalu angkat dan sisihkan ke piring yang lain juga. - Gunakan minyak goreng yang baru untuk menumis bawang bombay dan bawang putih - Jika bawang sudah agak kecoklatan warnanya,masukan cabe hijau,rawit hijau dan cabe merah..tumis hingga semua berbau wangi. Setelah itu masukan pete, kacang kapri. Tumis hingga agak layu sedikit tapi jangan terlalu layu..agar sayurnya masih terasa ada garing2nya jika dimakan. - Jika sudah agak layu lalu masukan tempe nya. Masukan garam,gula pasir,lada dan kecap manis. Tumis hingga bumbu rata. Lalu tambahkan sedikit air biar tidak terlalu kering tumisanya. Lalu masak dan diamkan sekitar 2 menit supaya airnya agak surut sedikit. - Terakhir masukan ikan terinya. Teri dimasukan terakhir agak ikan teri yg sudah digoreng garing tidak akan jadi melempem. - Sajikan bersama keluarga. Selamat menikmati :) - ;0;/id/resep/4469231-oseng-teri-tempe-cabe-hijau
tempe & tahu bacem;Tempe 1 papan potong 6 - 6 tahu putih - 1/2 liter air - 2 daun salam - 5 sdm kecap manis - 5 sdm gula merah sisir - Garam - Merica - Bumbu halus: - 5 bawang merah - 3 bawang putih - 1/2 sdt ketumbar - secukupnya Minyak goreng - ;Panaskan panci/wajan di atas kompor, masukan bahan2 dan bumbu halus. Masak sampai bumbu meresap dan surut. Aduk perlahan. - Setelah bumbu meresap, angkat - Panaskan minyak goreng, goreng tempe & tahu bacem sampai kecoklatan - Angkat dan sajikan - ;5;/id/resep/4469264-tempe-tahu-bacem
tumis oseng2 tempe;1/2 papan tempe pot. Dadu - Segenggam kacan tanah - I ons teri - 10 bh bwg merah - 4 bh bwg putih - 2 sdm cabe giling tuk pewarnanya - 3 bh cabe merah keriting - 10 bh cabe rawit - 3 lbr daun jeruk - kecap - Gula,garam - 1/2 bh jeruk nipis (airnya) - ;Goreng tempe,teri dan kacang tanah - Iris bwg merah,bwg putih,dan cabe-cabean. Cabenya sesuai selera ya bun - Tumis dgn secukup minyak bumbunya yg diiris tadi,tambahkan daun jeruk dan cabe giling sampe layu - Kemudian tambahkn kecap,airjeruk nipis,gula dan garam sesuai selera.. Tes rasa - Jika sudah pas,masukan tempe,teri dan kacang yg sudah digoreng tadi..aduk2,jadi deh..😍 ada pedas manisnya gitu😋 - ;1;/id/resep/4469034-tumis-oseng2-tempe
orek tempe pedas manis;1/2 papan tempe, potong kotak2 - 2 buah tahu kuning, potong kotak2 - Minyak u. Menumis - 1 buah gula merah, iris2 - Garam - Bumbu penyedap (blh skip) - Bumbu halus : - 3 bawang merah - 2 bawang putih - 2 Cabe merah uk. Besar - ;Goreng tempe dan tahu hingga berwarna kecoklatan lalu angkat dan sisihkan - Tumis bumbu halus hingga harum lalu masukan gula merah yg diiris tadi aduk hingga merata lalu masukan garam - Terakhir masukan tempe dan tahu tadi aduk hingga merata dan sedikit menyusut, jangan lupa koreksi rasa lalu angkat - ;7;/id/resep/4468903-orek-tempe-pedas-manis
tempe goreng sederhana;1/2 papan tempe - Secukupnya tepung terigu - 1 batang daun bawang - Secukupnya garam - Secukupnya air - Secukupnya minyak goreng - ;Potong tempe sesuai selera, iris daun bawang. Sisihkan. - Siapkan tepung terigu di wadah lalu masukan garam dan daun bawang, beri air sedikit demi sedikit (jgn terlalu encer) Test rasa. - Masukan tempe satu persatu lalu aduk pelan. - Tuangkan minyak ke wajan lalu goreng tempe sampai warna kecoklatan. Tiriskan. - Tempe goreng siap disantap😍 - ;7;/id/resep/4468751-tempe-goreng-sederhana
jangan ndeso alakadarnya a.k.a sayur tempe gunungkidul;1/2 papan tempe, goreng setengah kering - 5 buah tahu putih, goreng - 10 buah kacang panjang - Bumbu: - 4 siung sedang bawang putih, geprek iris2 - 6 siung bawang merah, iris2 - 1 ruas lengkuas - 3 lembar daun salam - Segenggam cabe keriting hijau, iris serong tipis2 - 5 buah cabe rawit merah - 65 ml santan kara - Secukupnya garam - Sedikit merica - Secukupnya air - Secukupnya minyak goreng, utk menumis - ;Tumis duo bawang, duo cabe, daun salam sampai wangi. Tambahkan lengkuas. Tumis sebentar. - Masukkan santan. Aduk sebentar. Tambahkan air seauai selera. - Masukkan tempe, tahu yang sudah digoreng. Kemudian kacang panjang. - Tambahkan garam dan merica. Aduk sampai santan dan bumbu meresap. Koreksi rasa. - Jangan Ndeso siap disantap😋 - Hati hati, bisa nambah berpiring2😂 - ;0;/id/resep/4467260-jangan-ndeso-alakadarnya-aka-sayur-tempe-gunungkidul
jangan tempe tahu;Tahu potong menyerong - Tempe potong kotak - Pete - Udang papay - Santan - Garam - Gula - Penyedap - Minyak goreng untuk tempe tahu - Bumbu halus - 3 butir Bawang merah - 3 butir Bawang putih - secukupnya Cabe - 3 cm Kunyit - 3 cm Jahe - Ketumbar - Kemiri - Terasi - Pelengkap - Daun salam - Daun jeruk - Lengkuas - ;Goreng tempe dan tahu setengah matang - Ulek bumbu halus - Tumis bumbu halus masukan udang papay dan pete jangan lupa masukan daun salam daun jeruk dan lengkuas yang sudah di geprek - Tambahkan air tinggu hingga meresap - Jika bumbu sudah meresap masukan tambahan air - Masukan gula garam dan penyedap - Masukan santan - Masukan tempe dan tahu - Koreksi rasa jika sudah pas tinggal tunggu mendidih ya - Angkat dan sajikan - ;4;/id/resep/4467838-jangan-tempe-tahu
tumis toge tempe kecap;1 papan Tempe - 150 gr Tauge - 2 siung Bawang Merah - 2 siung Bawang Putih - 3 cabe rawit/sesuai selera - sesuai selera kecap - Merica (Bisa Skip) - ;Cuci bersih tauge, buang buntutnya, sisihkan - Potong tempe sesuai selera lalu goreng, tiriskan - Geprek bawang putih iris, iris jg bawang merah dan cabe - Tumis bumbu sampe harum, masukkan tempe lalu kecap jika kecap dirasa sudah meresap masukkan tauge - Masukkan garam, gula sesuai selera, tes rasa. sajikan 🤗 - ;2;/id/resep/4467615-tumis-toge-tempe-kecap
tempe mendoan;1 buah tempe kotak - secukupnya Daun bawang - 4 siung bawang putih - 4 siung bawang merah - 1 buah kemiri - 1 sdt ketumbar - secukupnya Kunyit - secukupnya Garam - 4 sdm tepung terigu - 2 sdm tepung tapioka - 1 sdm tepung beras - ;Haluskan smua bumbu, masukkan ke wadah - Tambahkan smua tepung, kasih air secukupnya - Masukkan tempe yg sudah di potong tipis2 dan masukkan daun bawang yg sudah di iris2. - Goreng dengan minyak panas, api sedang. Goreng sesuai selera tingkat kematangannya - Tempe mendoan siap disajikan. Akan lebih nyummi ditambahkan sambal kecap - ;2;/id/resep/4467460-tempe-mendoan
