Title;Ingredients;Steps;Loves;URL
mie ayam homemade by suami😂😂😂;Bahan mie ayam : - 1 kg tepung terigu proteiin tinggi - 4 butir telur - 3 sendok minyak goreng - Air - Secukupnyaa garam - Air untuk merebus mie : - secukupnya Air - Minyak goreng - Bumbu halus kuah ayam untuk mie ayam : - 3 Dada ayam(potong kotak2 jngn terlalu besar) - 5 siung bawang merah - 5 siung bawang putih - 4 buah kemiri - secukupnya Lada - Secukupnya ketumbar - Jahe - Lengkuas - 2 lembar sereh - 5 lembar daun jeruk - 2 lembar daun salam - Kecap - Gula merah - Minyak untuk menumis - Bahan pelengkap : - Daun bawang - Sawi hijau - Bawang goreng(me gak pakai lupa) - Bahan sambal : - 20 buah cabai rawit merah - Garam(agar tidak cepat bau asam) - Air untuk merebus - ;Kocok telur masukan garam n minyak goreng,aduk rata.masukan tepung terigu uleni pakai tangan sampai kalis(tidak menempel di tangan)diamkan 5 menit. - Bagi adonan menjadi beberapa untuk memudahkan menggilasnya nanti,pipihkn pakai tangan lalu giling pakai ketebalan 4 setalah itu giling lg pakai ketebalan 1(ketebelan selera ya kalau saya suka yg tipis),sebelum di giling ke cetakan mie beri taburan terigu di atas adonannya agar tidak menempel,lakukan sampai adonan habis. - Bagi mie menjadi beberapa porsi jngn lupa di beri taburan terigu ya agar tidak menempel. - Haluskan semua bumbu halus kecuali daun jeruk&salam. - Siapkan penggorengan beri minyak untuk menumis bumbu halus,masukan daun jeruk(sobek2)&daun salam,sereh geprek aja,tunggu sampai harum,lalu masukan ayam beri air(banyak boleh karna untuk kuahnya nanti)masukan kecap n gula merah,garam&penyedap test rasa. - Untuk sambal rebus cabai merah rawit kira2 5menit. - Siapkan panci beri air untuk merebus mie, masukan minyak goreng ke dalam air tujuaan untuk tidak menyatu.setelah mendidih masukan mie tunggu sampai mie naik ke atas barubdi angkat. - Siapkan mangkok beri garam n kuah ayam aduk2 mie baru di berikan bahan pelengkap. - Mie ayam homemade by suami siap di sajikan 😉😉😉😉 - ;0;/id/resep/4472541-mie-ayam-homemade-by-suami%F0%9F%98%82%F0%9F%98%82%F0%9F%98%82
ayam bakar pedas manis resep :nila sari;1 Ekor Ayam Broiler Ukuran Jumbo - Bumbu : - 5 Siung Bawang Merah - 10 Buah Cabe (Optional) - 1 Ruas Jahe - 1 Ruas Kunyit - Secukupnya Lada Bubuk - Secukupnya Ketumbar - 2 Lembar Daun Jeruk - 3 Lembar Daun Salam - 1 Batang Serai - 4 Siung Bawah Putih - Secukupnya Kecap - Secukupnya Gula Merah - Secukupnya Minyak Goreng - Secukupnya Royco - Secukupnya Garam - 1 Bungkus Santan Kara - ;Iris tipis bawang merah dan daun jeruk. - Haluskan cabe, bawang putih, lada, ketumbar, jahe dan kunyit. - Tumis bawang merah hingga wangi. - Masukan bumbu yang telah dihaluskan ke dalam tumisan bawang tumis semua hingga harum. - Masukan serai, daun jeruk dan daun salam masak sedikit tuang santan kara dan tambahkan air. - Kemudian masukan ayam taburi royco, lada dan garam aduk aduk tutup dan tunggu ayam empuk dan air mulai susut tes rasa. - Bakar ayam bisa menggunakan arang, teflon, atau batu bakar (saya memakai grill lebih praktis). - Selamat Mencoba. - ;8;/id/resep/4472362-ayam-bakar-pedas-manis-resep-nila-sari
semur ayam kentang ala mama kirana;1/2 Ekor ayam - Kentang - Bumbu Halus : - Bawang putih - bisa di sesuaikan sesuaikan - Bawang merah - Merica - Kemiri - Sedikit biji Pala - Cabai Merah kriting, bila suka pedas - Sedikit jahe - Rempah: - Daun salam - Lengkuas - Sereh - Kapulaga - Kulit manis - Irisan bawang bombay - Irisan tomat - Garam - Kecap manis - Sedikit penyedap rasa - Jeruk nipis untuk ayam - ;Cuci bersih ayam lalu baluri dengan perasan jeruk nipis - Cuci lagi ayam dan baluri dengan garam lalu rebus sebentar lalu di goreng - Kentang saya goreng bisa di sesuaikan sesuai selera masing² - Tips goreng ayam agar hasil nya tdk keras : di goreng hanya sebentar - Tumis bawang bombay lalu masukan bumbu halus dan masukkan semua rempah + irisan tomat + kecap manis - Setelah bumbu harum masukkan air tunggu gingga mendidih - Tambahkan garam + penyedap rasa apabila kurang manis bisa ditambahkan kecap lagi - Setelah semua sudah sesuai dgn rasa masukkan kentang goreng + ayam goreng - Tunggu kuah hingga menyusut dan kiraa² 5 mnt angkat. Dan terakhir saya taburin bawang goreng bisa disesuaikan jg dgn selera masing². Selesai - ;2;/id/resep/4472563-semur-ayam-kentang-ala-mama-kirana
ayam suwir;300 gram Ayam suwir (sudah direbus/Goreng) - 5 siung bawang merah - 3 siung bawang putih - 1/2 buah tomat - 1/2 sdt merica - 1/2 sdt terasi - 2 buah cabe rawit - 2 buah cabe kriting - Secukupnya gula - Secukupnya garam - Secukupnya air - Secukupnya penyedap rasa (Royco) - 2 lembar daun salam - 1 jari Lengkuas geprek - ;Haluskan semua bumbu kecuali tomat, lengkuas, Dan daun salam - Siapkan wajan untuk menumis Bumbu, kemudian tuang sedikit minyak Goreng Dan tumis Bumbu yang sudah dihaluskan ditambah daun Salam Dan lengkuas - Setelah tercium bau Bumbu yang ditumis kemudian masukkan tomat yang sudah dipotong potong - Kemudian setelab tomat layu masukkan air secukupnya Dan rasakan kuahnya kalau belum pas bisa ditambahkan penyedap rasa (Royco) - Masukkan ayam yang sudah disuwir Dan aduk - Tunggu sampai meresap Dan air berkurang - Dan sajikan - ;0;/id/resep/4471653-ayam-suwir
ayam goreng tepung;150 gr fillet ayam - 5 sdm tepung bumbu serbaguna - 1 butir telur ayam (kocok lepas) - Garam sck - Minya goreng secukupnya untuk menggoreng - ;Cuci ayam, tiriskan beri perasan jeruk lemon (skip boleh) Potong ayam bentuk dadu. - Koco telur beri secukupnya garam. Masukkan ayam yg telah dipotong dadu. - Balurkan ke dalam tepung serbaguna. - Goreng pada minyak yg panas. - Siap disantap😘😘😘😘 - ;1;/id/resep/4472498-ayam-goreng-tepung
tulang ayam pedas manis;1/2 kg tulang ayam bersihkan lalu potong - 5 bh cabe merah keriting - 5 bh cabe rawit (tambah jika suka pedas) - 4 butir bawang merah - 2 butir bawang putih - 1 ruas kunyit - 2 lbr daun salam - 1 lbr daun jeruk - 1 btg sereh geprek - 1 ruas jahe geprek - 1 btr jeruk nipis - secukupnya kaldu bubuk - secukupnya gula pasir - secukupnya kecap manis - 500 ml air untuk merebus tulang - minyak untuk menumis - ;Setelah tulang ayam di bersihkan dan di potong potong lumuri tulang dengan perasan jeruk nipis lalu biarkan - Siapkan bumbu yg akan di haluskan bwg merah, bwg putih, cabe, dan kunyit blender hingga halus - Siapkan air untuk merebus tulang tambahkan jahe yg sudah di geprek dan daun jeruk ungkep tulang hingga air menyusut - Tumis bumbu yg sudah di halus kan tambahkan air secukupnya dan daun salam juga sereh geprek, masukan tulang ayam, beri kaldu bubuk, gula pasir dan kecap manis secukupnya jgn lupa test rasanya dan biarkan tulang ayam hingga meresap - Setelah tulang ayam kuahnya agak sedikit meresap angkat lalu sajikan - Bisa untuk teman makan mie ayam lohh moms 😃 - ;3;/id/resep/4472409-tulang-ayam-pedas-manis
ayam penyet rumahan;1 ekr ayam negri cuci bersih ptng beri air jeruk nipis cuci lagi - 1 buah jeruk nipis - Bumbu ayam goreng jd,yg bsah. bisa beli di pasar,aku beli 3rb - 2 lmbr daun salam - 2 lmbr daun jeruk - 1 btng sere geprek - Garam secukupnya dan penyedap - secukupnya Minyak goreng - Sambel penyet: - 20 buah cabe rawit merah - 5 buah cabe merah - 2 siung bawang p kating - 5 buah bawang merah goreng sebentr - Penyedap dan sedikit gula - ;Ungkep ayam bersama bumbu jadi, daun salam, daun jeruk, sere,dan garam,tambah sedikit penyedap apinya kecil ajah ya. Lalu tutup - Apabila sudah empuk dan matang goreng dalam minyak panas dan banyak sampe warna kuning kecoklatan, angkat - Sementara lagi goreng ayam, kita siapkan sambel dulu, uleg semua cabe, dan bawang merah garam,sedikit gula dan penyedap, setelah agak halus kumpulin sambalnya di tengah cobek lalu siram dengan minyak panas bekas goreng ayam tadi lalu uleg lagi supaya rata - Masukan ayam goreng ke dalam cobek lalu penyet pake ulegan, siap di hidangkan - Selamat mencoba - ;3;/id/resep/4472187-ayam-penyet-rumahan
sop ayam;1 kg ayam potong kecil kecil - 1/2 kg ceker ayam bersihkan - 1/2 kg kentang iris - 1/2 kg wortel iris - 1 mangkok makaroni (rebus) - 2 batang daun bawang (sesuai selera) - 4 batang daun seledri (sesuai selera) - Bumbu dihaluskan : - 8 siung bawang merah - 5 siung bawang putih - Tambahan : - 1 sendok teh lada halus - secukupnya Garam - Penyedap rasa (bila Sun's saya pake gula aja) - ;Tumis bawang merah dan bawang putih hingga harum - Masukkan potongan ayam dan ceker ke tumisan bumbu aduk rata - Pindahkan ke panci besar tanbahkan air secukupkan - Didihkan sampai ayam dan ceker cukup matang - Masukkan kentang dan wortel yang diiris tadi, tunggu sampai lembut - Masukkan macaroni yg sudah direbus - Taburkan lada bubuk dan garam, tes rasa - Terakhir masukkan daun bawang dan daun seledri - Siap dihidangkan, taburkan bawang goreng biar tambah maknyuss - ;3;/id/resep/4472298-sop-ayam
ayam suwir;400 grm dada ayam - 3 lembar daun jeruk - 4 siung bawang putih - 6 siung bawang merah - 1 cm jahe - 1 cm kunyit - secukupnya Garam dan gula - Minyak untuk menumis - ;Rebus ayam sampai matang dan di suir suir. - Haluskan bawang putih, bawang merah, jahe, dan kunyit. - Panaskan minyak tumis bumbu halus, masukkan daun jeruk masak hingga harum tambahkan air secukupnya. - Masukkan ayam masak hingga matang. - ;0;/id/resep/4472222-ayam-suwir
nugget ayam home made;1/4 kg ayam d fillet ambil dagingnya aja - 1 buah wortel - 1 buah daun bawang prei - 4 siung bawang putih - 8 siung bawang merah - 1 sdt merica - 1/2 kg tepung tapioka - 2 telur ayam - Garam, penyedap rasa - Tepung roti/ tepung panir - ;Cuci bersih ayam. Setelah itu potong kecil2. Masukkan dlm blender. Tambahkan 1 telur ayam, bwg pth, bwg merah, merica. Air sdkt. Lalu blender. - Setelah itu parut wortel, ptong kecil2 daun bawang prei - Taruh adonan ayam dalam wadah - Masukkan wortel, daun prei, tepung tapioka 10 sdm. Kalau pengen lebih padet bisa tambahkan lagi. Sesuai selera - Aduk2 ya sampai tercampur rata. Tambah i garam, penyedap. - Siapkan wadah. Tuang adonan ke dalam wadah yg sebelumnya d olesi mentega - Kukus d panci pengukusan. Kukus 30 - 40 mnt. - Setelah matang, keluarkan dr panci. Biarkan dingin. Lalu keluarkan. - Siapkan 1 telur (dikocok), tepung panir. Potong2 adonan jd kecil2, celupkan ke telur, lalu baluri dg tepung panir. - Setelah itu goreng.Nugget siap d hidangkan. Nugget juga bisa d simpan d dalam freezer ya moms 😊. Jadi sewaktu2 bisa langsung goreng. - ;6;/id/resep/4472482-nugget-ayam-home-made
ayam koloke;250 gr ayam fillet, potong-potong - 2 sdm tepung bumbu serbaguna (larutkan dgn 75 ml air) - Pelapis: - 4 sdm tepung terigu - 1 sdm maizena - Bahan Saus - 1 sdm butter / margarin - 2 siung bawang putih, cincang halus - 1 siung bawang bombai uk. Kecil (iris halus) - 1/2 bh wortel (potong korek api) - 1/2 bh timun (buang biji dan iris korek api) - 1 btg daun bawang (potong2) - 2 bh cabe merah (iris serong) - 3 bh cabe rawit (iris serong) - 3 sdm saus tomat - 1 sdm saus tiram - 1 sdt minyak wijen - 1 sdt air lemon / jeruk nipis / cuka masak - 250 ml air - Garam, lada, gula - 1 sdt maizena (larutlan dgn 1 sdm air) - ;Marinade ayam dgn tepung bumbu serbaguna yg sudah dilarutkan, aduk & disisihkan. - Siapkan bahan pelapis. Ambil potongan ayam & balur ke dalam bahan pelapis. Goreng dalam minyak panas sampai matang. Lakukan sampai habis. - Bahan saus: lelehkan butter, tumis duo bawang sampai harum. Masukkan wortel dan timun, tambahkan air, lalu masak sampai air mendidih. Masukkan duo cabe, saus tomat, saus tiram, minyak wijen, garam, gula, lada, air lemon, aduk rata. Masukkan larutan maizena, aduk sampai mengental. Terakhir masukkan daun bawang, matikan api supaya sayuran tidak over cook. - ;3;/id/resep/4472309-ayam-koloke
mie tulang ayam;1/4 kg tulang ayam - 1 bungkus kecil mie burung dara - 5 siung bawang putih - 3 siung bawang merah - 7 cabe rawit - 1 tangkai daun bawang - 2 tangkai seledri - 1 1/2 sdm merica bubuk - 2 sdm saos cabe - 3 sdm kecap manis - secukupnya Gula dan garam - Minyak untuk menumis - ;Cuci bersih lalu rebus tulang ayam kurleb 10 menit. Lalu tiriskan - Rebus mie sampai setengah matang. Lalu tiriskan - Haluskan bawang merah, bawang putih dan cabe rawit - Tumis sampai harum bumbu halus dengan irisan seledri dan daun bawang. Lalu tambahkan merica bubuk, gula dan garam. - Masukkan tulang ayam, tunggu sampai bumbu meresap. - Masukkan mie, saos dan kecap. Lalu tumis sampai bumbu tercampur. Tambahkan gula dan garam jika diperlukan. - Mie tulang ayam siap dihidangkan. - ;1;/id/resep/4472258-mie-tulang-ayam
ayam suir bali (bemesere bali);1/2 kg dada ayam (rebus dahulu) - 50 ml minyak goreng - Bumbu : - 1/4 kg cabai merah - 1/2 buah tomat - 5 buah Cabe rawit - secukupnya Garam - secukupnya Gula jawa - 1 sdt terasi bakar - 1/2 perasan jeruk limo - 3 buah daun jeruk purut - ;Rebus ayam terlebih dahulu. Lalu, di suwir-suwir. (saya rebus karna kalau goreng, ayamny akan terasa keras dan kering) - Ulek halus bumbu, lalu icip2 rasa agar pas - Siapkan wajan, masukkan minyak goreng. Tunggu sampai panas, tuangkan bumbu - Stelah stengah matang, lalu masukan ayam yang sudah disuir. - Tunggu sampai agak meresap bumbuny. Masukkan perasan limo dan daun jeruk - Makanan siap dihidangkan. Simple dan enak - ;0;/id/resep/4472532-ayam-suir-bali-bemesere-bali
pindang ayam jadul;1/2 kg ayam - 5 btr bawang merah iris halus - 10 buah cabe rawit iris halus - 2 cm jahe iris halus - 1 cm lengkuas iris halus - 1/2 sdt kunyit halus - 1 sdt asam jawa - 1 sdt terasi bangka panggang - 1 bh tomat potong 4 - Secukupnya daun kemangi (me:gak ada) - ;Tumis semua bumbu kecuali tomat dengan 2 sdm minyak,oseng sampai harum,tambahkan 1 liter air didihkan,kalau sudah mendidih masukkan ayam,tutup, masak sampai ayam matang, setelah ayam matang koreksi rasa,beri taburan tomat dan daun kemangi, sajikan hangat, segerrr abis - Selamat mencoba Semoga bermanfaat untuk semua - ;0;/id/resep/4472100-pindang-ayam-jadul
ayam kacang panjang saos hoisin;Bahan Daging - 1 lembar paha atas/dada ayam - 1 sdm kecap asin, arak beras, tapioka - Bahan saos - 1 ikat Kacang panjang - 2 siung baput cincang halus - 3 cm jahe cincang halus - 1 sdm saos hoisin - 1 sdt kecap asin - 0.5 sdt micin - 100 ml air - Larutan tapioka - ;Marinade daging dengan bahannya 30mnt. - Sebelum di tumis beri 1sdm minyak di daging ayam, aduk rata, lalu tumis agar tidak lengket di wajan. Matang, lalu angkat. - Tumis jahe 10detik, masukkan baput lalu tumis sampai wangi. - Masukkan kacang panjang, tumis sebentar lalu masukkan air, saos hoisin, kecap asin, micin. Tutup wajan, kecil kan api. - Tunggu 1-2menit, buka tinder tutup wajan, aduk sebentar lalu tutup lg 1-2menit. - Masukkan daging, aduk rata. - Masukan larutan tapioka agar saos mengental. Aduk rata lalu sajikan - ;2;/id/resep/4472201-ayam-kacang-panjang-saos-hoisin
